AirConditionSwitch_mean,AirConditionSwitch_median,AirConditionSwitch_min,AirConditionSwitch_max,AirConditionSwitch_std,AirConditionSwitch_first,AirConditionSwitch_last,start_ts,AirConditionSwitch_end_ts,AirConditionSwitch_n_events,ClimateAuto_mean,ClimateAuto_median,ClimateAuto_min,ClimateAuto_max,ClimateAuto_std,ClimateAuto_first,ClimateAuto_last,ClimateAuto_end_ts,ClimateAuto_n_events,HeaterSwitch_mean,HeaterSwitch_median,HeaterSwitch_min,HeaterSwitch_max,HeaterSwitch_std,HeaterSwitch_first,HeaterSwitch_last,HeaterSwitch_end_ts,HeaterSwitch_n_events,EVBatteryStateOfCharge_mean,EVBatteryStateOfCharge_median,EVBatteryStateOfCharge_min,EVBatteryStateOfCharge_max,EVBatteryStateOfCharge_std,EVBatteryStateOfCharge_first,EVBatteryStateOfCharge_last,EVBatteryStateOfCharge_end_ts,EVBatteryStateOfCharge_n_events,TargetTemperature_mean,TargetTemperature_median,TargetTemperature_min,TargetTemperature_max,TargetTemperature_std,TargetTemperature_first,TargetTemperature_last,TargetTemperature_end_ts,TargetTemperature_n_events,TemperatureIn_mean,TemperatureIn_median,TemperatureIn_min,TemperatureIn_max,TemperatureIn_std,TemperatureIn_first,TemperatureIn_last,TemperatureIn_end_ts,TemperatureIn_n_events,TemperatureOut_mean,TemperatureOut_median,TemperatureOut_min,TemperatureOut_max,TemperatureOut_std,TemperatureOut_first,TemperatureOut_last,TemperatureOut_end_ts,TemperatureOut_n_events,window_duration,stride,journey_id,user_id,timezone_offset,distance,duration,start_cluster_id,finish_cluster_id
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:09:04.601,2020-09-25 22:14:04.601,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:14:04.475,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:14:04.601,158,60.91395,60.8891,60.8431,61.123,0.07222020461439715,60.8861,60.8621,2020-09-25 22:14:09.224,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:14:04.594,158,24.444444444444446,24.444444444444443,24.444444444444443,24.444444444444443,3.552713678800501e-15,24.444444444444443,24.444444444444443,2020-09-25 22:14:11.637,22,16.111111111111107,16.11111111111111,16.11111111111111,16.11111111111111,3.552713678800501e-15,16.11111111111111,16.11111111111111,2020-09-25 22:14:07.575,19,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:11:34.601,2020-09-25 22:16:34.601,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:16:34.475,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:16:34.601,230,60.870159375,60.88915,60.5821,61.2108,0.15308338793647572,60.8892,60.6622,2020-09-25 22:16:39.224,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:16:34.594,230,24.201388888888886,24.444444444444443,23.88888888888889,24.444444444444443,0.27559909490256057,24.444444444444443,23.88888888888889,2020-09-25 22:16:41.637,32,15.873015873015872,16.11111111111111,15.555555555555555,16.11111111111111,0.27492869961410743,16.11111111111111,15.555555555555555,2020-09-25 22:16:37.575,28,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:14:04.601,2020-09-25 22:19:04.601,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:19:04.475,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:19:04.601,234,60.558525,60.639250000000004,59.7793,61.2108,0.35335866959082846,60.7389,59.7793,2020-09-25 22:19:09.224,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:19:04.594,234,23.92361111111111,23.88888888888889,23.88888888888889,24.444444444444443,0.13447858840997928,24.444444444444443,23.88888888888889,2020-09-25 22:19:11.637,32,15.595238095238093,15.555555555555555,15.555555555555555,16.11111111111111,0.14307743156603125,16.11111111111111,15.555555555555555,2020-09-25 22:19:07.575,28,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:16:34.601,2020-09-25 22:21:34.601,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:21:34.475,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:21:34.601,235,59.598606060606066,59.6648,58.5154,60.8399,0.7503507672433362,60.8399,58.5199,2020-09-25 22:21:39.224,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:21:34.594,235,24.04040404040404,23.88888888888889,23.88888888888889,24.444444444444443,0.2474232063417343,23.88888888888889,24.444444444444443,2020-09-25 22:21:41.637,33,15.674603174603172,15.555555555555555,15.555555555555555,16.11111111111111,0.22795883518008042,15.555555555555555,16.11111111111111,2020-09-25 22:21:37.575,28,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:19:04.601,2020-09-25 22:24:04.601,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:24:04.475,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:24:04.601,168,58.841478260869565,58.7006,58.5039,59.6648,0.3326257577891425,59.6648,58.5773,2020-09-25 22:24:09.224,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:24:04.594,168,24.2512077294686,24.444444444444443,23.88888888888889,24.444444444444443,0.2646002693261662,23.88888888888889,24.444444444444443,2020-09-25 22:24:11.637,23,15.888888888888882,16.11111111111111,15.555555555555555,16.11111111111111,0.2721655269759086,15.555555555555555,16.11111111111111,2020-09-25 22:24:07.575,20,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:21:34.601,2020-09-25 22:26:34.601,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:26:34.475,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:26:34.601,52,58.451724999999996,58.567099999999996,58.0863,58.6058,0.20538304914232813,58.5039,58.1128,2020-09-25 22:26:39.224,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:26:34.594,52,24.444444444444443,24.444444444444443,24.444444444444443,24.444444444444443,0.0,24.444444444444443,24.444444444444443,2020-09-25 22:26:41.637,8,16.11111111111111,16.11111111111111,16.11111111111111,16.11111111111111,0.0,16.11111111111111,16.11111111111111,2020-09-25 22:26:37.575,7,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:24:04.601,2020-09-25 22:29:04.601,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:29:04.475,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:29:04.601,118,57.31042222222223,57.19795,56.7824,58.1128,0.4530685299593274,58.0863,56.836,2020-09-25 22:29:09.224,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:29:04.594,118,24.444444444444443,24.444444444444443,24.444444444444443,24.444444444444443,0.0,24.444444444444443,24.444444444444443,2020-09-25 22:29:11.637,18,16.11111111111111,16.11111111111111,16.11111111111111,16.11111111111111,0.0,16.11111111111111,16.11111111111111,2020-09-25 22:29:07.575,15,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:26:34.601,2020-09-25 22:31:34.601,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:31:34.475,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:31:34.601,234,57.02279375,56.867999999999995,56.7387,57.8681,0.3304445045479455,57.8244,56.8441,2020-09-25 22:31:39.224,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:31:34.594,234,24.444444444444443,24.444444444444443,24.444444444444443,24.444444444444443,0.0,24.444444444444443,24.444444444444443,2020-09-25 22:31:41.637,32,16.111111111111107,16.11111111111111,16.11111111111111,16.11111111111111,3.552713678800501e-15,16.11111111111111,16.11111111111111,2020-09-25 22:31:37.575,28,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:29:04.601,2020-09-25 22:34:04.601,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:34:04.475,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:34:04.601,150,56.83014999999999,56.82925,56.7387,56.9391,0.0543556666779096,56.8032,56.8073,2020-09-25 22:34:09.224,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:34:04.594,150,24.356725146198833,24.444444444444443,23.88888888888889,24.444444444444443,0.2025790418209206,24.444444444444443,23.88888888888889,2020-09-25 22:34:11.637,19,16.013071895424833,16.11111111111111,15.555555555555555,16.11111111111111,0.2117889117126751,16.11111111111111,15.555555555555555,2020-09-25 22:34:07.575,17,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:31:34.601,2020-09-25 22:36:34.601,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:36:34.475,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:36:34.601,32,56.815525,56.81585,56.8073,56.8231,0.006132852109744558,56.8231,56.8073,2020-09-25 22:36:39.224,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25 22:36:34.594,32,23.88888888888889,23.88888888888889,23.88888888888889,23.88888888888889,0.0,23.88888888888889,23.88888888888889,2020-09-25 22:36:41.637,3,15.555555555555555,15.555555555555555,15.555555555555555,15.555555555555555,0.0,15.555555555555555,15.555555555555555,2020-09-25 22:36:37.575,3,300s,150s,1601071743956,23995090,43200000,17.464529583955905,50.76893333333333,,
