AirConditionSwitch_mean,AirConditionSwitch_median,AirConditionSwitch_min,AirConditionSwitch_max,AirConditionSwitch_std,AirConditionSwitch_first,AirConditionSwitch_last,start_ts,AirConditionSwitch_end_ts,AirConditionSwitch_n_events,ClimateAuto_mean,ClimateAuto_median,ClimateAuto_min,ClimateAuto_max,ClimateAuto_std,ClimateAuto_first,ClimateAuto_last,ClimateAuto_end_ts,ClimateAuto_n_events,HeaterSwitch_mean,HeaterSwitch_median,HeaterSwitch_min,HeaterSwitch_max,HeaterSwitch_std,HeaterSwitch_first,HeaterSwitch_last,HeaterSwitch_end_ts,HeaterSwitch_n_events,EVBatteryStateOfCharge_mean,EVBatteryStateOfCharge_median,EVBatteryStateOfCharge_min,EVBatteryStateOfCharge_max,EVBatteryStateOfCharge_std,EVBatteryStateOfCharge_first,EVBatteryStateOfCharge_last,EVBatteryStateOfCharge_end_ts,EVBatteryStateOfCharge_n_events,TargetTemperature_mean,TargetTemperature_median,TargetTemperature_min,TargetTemperature_max,TargetTemperature_std,TargetTemperature_first,TargetTemperature_last,TargetTemperature_end_ts,TargetTemperature_n_events,TemperatureIn_mean,TemperatureIn_median,TemperatureIn_min,TemperatureIn_max,TemperatureIn_std,TemperatureIn_first,TemperatureIn_last,TemperatureIn_end_ts,TemperatureIn_n_events,TemperatureOut_mean,TemperatureOut_median,TemperatureOut_min,TemperatureOut_max,TemperatureOut_std,TemperatureOut_first,TemperatureOut_last,TemperatureOut_end_ts,TemperatureOut_n_events,window_duration,stride,journey_id,user_id,timezone_offset,distance,duration,start_cluster_id,finish_cluster_id
1.0,1.0,1.0,1.0,0.0,1.0,1.0,2020-10-01 03:35:32.118,2020-10-01 03:40:32.118,232,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2020-10-01 03:40:32.076,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:40:32.118,232,59.588293939393935,59.6887,57.8794,61.0808,0.946266066094551,61.0808,57.8794,2020-10-01 03:40:29.469,33,18.5,18.5,18.5,18.5,0.0,18.5,18.5,2020-10-01 03:40:32.103,231,21.75084175084175,21.666666666666668,21.11111111111111,22.77777777777778,0.47616618261720367,22.77777777777778,21.11111111111111,2020-10-01 03:40:31.891,33,13.429118773946358,13.333333333333334,12.777777777777779,14.444444444444445,0.4853969141501886,14.444444444444445,12.777777777777779,2020-10-01 03:40:32.076,29,300s,150s,1601523282584,69276119,43200000,17.071904526858205,15.715733333333333,,
1.0,1.0,1.0,1.0,0.0,1.0,1.0,2020-10-01 03:38:02.118,2020-10-01 03:43:02.118,229,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2020-10-01 03:43:02.076,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:43:02.118,229,57.983065625,57.8135,56.7518,59.7833,0.9025901165567118,59.7833,57.0529,2020-10-01 03:42:59.469,32,18.5,18.5,18.5,18.5,0.0,18.5,18.5,2020-10-01 03:43:02.103,228,21.024305555555554,21.11111111111111,20.555555555555557,21.666666666666668,0.44160060215197555,21.666666666666668,20.555555555555557,2020-10-01 03:43:01.891,32,12.6984126984127,12.777777777777779,12.222222222222221,13.333333333333334,0.43830797687251094,13.333333333333334,12.222222222222221,2020-10-01 03:43:02.076,28,300s,150s,1601523282584,69276119,43200000,17.071904526858205,15.715733333333333,,
0.8296943231441049,1.0,0.0,1.0,0.37590112168833784,1.0,0.0,2020-10-01 03:40:32.118,2020-10-01 03:45:32.118,229,0.8304347826086956,1.0,0.0,1.0,0.3752503889969257,1.0,0.0,2020-10-01 03:45:32.076,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:45:32.118,229,56.570559375,56.79115,55.1517,57.7476,0.7438133585867555,57.7476,55.1517,2020-10-01 03:45:29.469,32,15.335526315789474,18.5,0.0,18.5,6.9662665366632215,18.5,0.0,2020-10-01 03:45:32.103,228,20.642361111111114,20.555555555555557,20.555555555555557,21.11111111111111,0.20171788261496892,21.11111111111111,20.555555555555557,2020-10-01 03:45:31.891,32,12.321428571428571,12.222222222222221,12.222222222222221,12.777777777777779,0.21277391457864364,12.777777777777779,12.222222222222221,2020-10-01 03:45:32.076,28,300s,150s,1601523282584,69276119,43200000,17.071904526858205,15.715733333333333,,
0.3333333333333333,0.0,0.0,1.0,0.4714045207910316,1.0,0.0,2020-10-01 03:43:02.118,2020-10-01 03:48:02.118,231,0.33620689655172414,0.0,0.0,1.0,0.47241064685587086,1.0,0.0,2020-10-01 03:48:02.076,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:48:02.118,231,55.199712500000004,55.10295,53.8137,56.8305,0.8650547662395427,56.8305,53.8137,2020-10-01 03:47:59.469,32,6.113043478260869,0.0,0.0,18.5,8.701839103357308,18.5,0.0,2020-10-01 03:48:02.103,230,20.59027777777778,20.555555555555557,20.555555555555557,21.11111111111111,0.13447858840997928,20.555555555555557,20.555555555555557,2020-10-01 03:48:01.891,32,12.261904761904763,12.222222222222221,12.222222222222221,12.777777777777779,0.14307743156603175,12.222222222222221,12.222222222222221,2020-10-01 03:48:02.076,28,300s,150s,1601523282584,69276119,43200000,17.071904526858205,15.715733333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:45:32.118,2020-10-01 03:50:32.118,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:50:32.076,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:50:32.118,228,54.01850606060606,53.835,53.3782,55.0542,0.5187016512346694,55.0353,53.4168,2020-10-01 03:50:29.469,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:50:32.103,228,20.555555555555557,20.555555555555557,20.555555555555557,20.555555555555557,0.0,20.555555555555557,20.555555555555557,2020-10-01 03:50:31.891,33,12.222222222222223,12.222222222222221,12.222222222222221,12.222222222222221,1.7763568394002505e-15,12.222222222222221,12.222222222222221,2020-10-01 03:50:32.076,28,300s,150s,1601523282584,69276119,43200000,17.071904526858205,15.715733333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:48:02.118,2020-10-01 03:53:02.118,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:53:02.076,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:53:02.118,136,53.578079999999986,53.5303,53.3782,53.8867,0.17684190849456446,53.8867,53.3949,2020-10-01 03:52:59.469,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:53:02.103,137,20.555555555555554,20.555555555555557,20.555555555555557,20.555555555555557,3.552713678800501e-15,20.555555555555557,20.555555555555557,2020-10-01 03:53:01.891,20,12.222222222222221,12.222222222222221,12.222222222222221,12.222222222222221,0.0,12.222222222222221,12.222222222222221,2020-10-01 03:53:02.076,17,300s,150s,1601523282584,69276119,43200000,17.071904526858205,15.715733333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:50:32.118,2020-10-01 03:55:32.118,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:55:32.076,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:55:32.118,23,53.40113333333334,53.4001,53.3949,53.4084,0.00555957632278665,53.4084,53.3949,2020-10-01 03:55:29.469,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 03:55:32.103,24,20.555555555555557,20.555555555555557,20.555555555555557,20.555555555555557,0.0,20.555555555555557,20.555555555555557,2020-10-01 03:55:31.891,3,12.222222222222221,12.222222222222221,12.222222222222221,12.222222222222221,0.0,12.222222222222221,12.222222222222221,2020-10-01 03:55:32.076,3,300s,150s,1601523282584,69276119,43200000,17.071904526858205,15.715733333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:22:44.667,2020-10-01 04:27:44.667,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:27:44.895,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:27:44.667,226,52.97080588235294,52.88415,52.5959,53.3942,0.2513504782302476,53.3942,52.5959,2020-10-01 04:27:47.351,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:27:44.657,227,21.666666666666664,21.666666666666668,21.11111111111111,22.77777777777778,0.5218535759042912,22.22222222222222,21.11111111111111,2020-10-01 04:27:49.885,34,13.333333333333332,13.333333333333334,12.777777777777779,14.444444444444445,0.5260356405266657,13.88888888888889,12.777777777777779,2020-10-01 04:27:50.195,29,300s,150s,1601526164100,69276119,43200000,2.783159936861821,5.724283333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:25:14.667,2020-10-01 04:30:14.667,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:30:14.895,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:30:14.667,159,52.74711818181818,52.71405,52.5959,52.9584,0.08518796135799103,52.9584,52.6937,2020-10-01 04:30:17.351,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:30:14.657,159,21.161616161616156,21.11111111111111,21.11111111111111,21.666666666666668,0.15971099293779736,21.666666666666668,21.11111111111111,2020-10-01 04:30:19.885,22,12.836257309941521,12.777777777777779,12.777777777777779,13.333333333333334,0.170495669439921,13.333333333333334,12.777777777777779,2020-10-01 04:30:20.195,19,300s,150s,1601526164100,69276119,43200000,2.783159936861821,5.724283333333333,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:27:44.667,2020-10-01 04:32:44.667,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:32:44.895,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:32:44.667,46,52.69188333333333,52.6886,52.6792,52.7157,0.01154331215706901,52.7157,52.6937,2020-10-01 04:32:47.351,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01 04:32:44.657,46,21.11111111111111,21.11111111111111,21.11111111111111,21.11111111111111,0.0,21.11111111111111,21.11111111111111,2020-10-01 04:32:49.885,6,12.777777777777779,12.777777777777779,12.777777777777779,12.777777777777779,0.0,12.777777777777779,12.777777777777779,2020-10-01 04:32:50.195,5,300s,150s,1601526164100,69276119,43200000,2.783159936861821,5.724283333333333,,
